,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
18225,Madagascar,Wheat,2011,23968,1513.0,310.36,20.33
18233,Madagascar,Wheat,2012,24045,1513.0,377.71,19.78
18241,Madagascar,Wheat,2013,24122,1513.0,507.94,19.34
18248,Malawi,Wheat,1990,7735,1181.0,173.19,20.86
18255,Malawi,Wheat,1991,5870,1181.0,173.19,20.4
18262,Malawi,Wheat,1992,4239,1181.0,173.19,20.89
18269,Malawi,Wheat,1993,6306,1181.0,173.19,20.43
18276,Malawi,Wheat,1994,2244,1181.0,173.19,20.59
18283,Malawi,Wheat,1995,6865,1181.0,173.19,20.86
18290,Malawi,Wheat,1996,8619,1181.0,173.19,20.47
18297,Malawi,Wheat,1997,5896,1181.0,173.19,20.62
18304,Malawi,Wheat,1998,7418,1181.0,131.59,20.92
18311,Malawi,Wheat,1999,7877,1181.0,123.64,20.26
18318,Malawi,Wheat,2000,7968,1181.0,220.22,20.22
18325,Malawi,Wheat,2001,8989,1181.0,177.24,20.59
18332,Malawi,Wheat,2002,5588,1181.0,134.25,20.76
18340,Malawi,Wheat,2004,7537,1181.0,48.28,20.44
18348,Malawi,Wheat,2005,8707,1181.0,295.51,21.37
18356,Malawi,Wheat,2006,12071,1181.0,202.35,20.63
18364,Malawi,Wheat,2007,22968,1181.0,524.46,20.67
18372,Malawi,Wheat,2008,16133,1181.0,624.52,20.42
18380,Malawi,Wheat,2009,15006,1181.0,736.25,20.68
18388,Malawi,Wheat,2010,15123,1181.0,584.12,21.34
18396,Malawi,Wheat,2011,15214,1181.0,553.57,20.92
18404,Malawi,Wheat,2012,15104,1181.0,775.83,20.42
18412,Malawi,Wheat,2013,14058,1181.0,1500.27,19.68
18513,Mali,Wheat,1990,11991,282.0,95.7,27.61
18522,Mali,Wheat,1991,20000,282.0,54.63,27.58
18531,Mali,Wheat,1992,13987,282.0,35.42,27.2
18540,Mali,Wheat,1993,30909,282.0,33.19,27.55
18549,Mali,Wheat,1994,16278,282.0,30.96,27.05
18558,Mali,Wheat,1995,21040,282.0,28.73,27.25
18567,Mali,Wheat,1996,19658,282.0,26.51,27.64
18576,Mali,Wheat,1997,12752,282.0,24.28,27.38
18585,Mali,Wheat,1998,24925,282.0,22.05,28.08
18594,Mali,Wheat,1999,21696,282.0,19.82,27.26
18603,Mali,Wheat,2000,23515,282.0,17.59,27.51
18612,Mali,Wheat,2001,25237,282.0,15.36,27.79
18621,Mali,Wheat,2002,25687,282.0,13.13,28.18
18630,Mali,Wheat,2004,25296,282.0,8.67,28.07
18639,Mali,Wheat,2005,22001,282.0,14.84,28.13
18648,Mali,Wheat,2006,24025,282.0,11.87,27.62
18657,Mali,Wheat,2007,25029,282.0,7.72,27.94
18666,Mali,Wheat,2008,24409,282.0,9.99,27.62
18675,Mali,Wheat,2009,29665,282.0,4.12,27.89
18684,Mali,Wheat,2010,25543,282.0,3.84,28.18
18693,Mali,Wheat,2011,34378,282.0,3.25,27.79
18702,Mali,Wheat,2012,40285,282.0,1.52,27.39
18711,Mali,Wheat,2013,39754,282.0,1.52,28.53
18718,Mauritania,Wheat,1990,10769,92.0,39.09,27.67
18725,Mauritania,Wheat,1991,12000,92.0,39.09,27.38
18732,Mauritania,Wheat,1992,12340,92.0,39.09,27.52
18739,Mauritania,Wheat,1993,10000,92.0,39.09,27.37
18746,Mauritania,Wheat,1994,12145,92.0,39.09,27.24
18753,Mauritania,Wheat,1995,12868,92.0,39.09,27.7
18760,Mauritania,Wheat,1996,13062,92.0,39.09,27.93
18767,Mauritania,Wheat,1997,10000,92.0,39.09,28.28
18774,Mauritania,Wheat,1998,13986,92.0,39.09,28.52
18781,Mauritania,Wheat,1999,14988,92.0,39.09,27.23
18788,Mauritania,Wheat,2000,15271,92.0,39.09,27.66
18795,Mauritania,Wheat,2001,15855,92.0,39.09,28.28
18802,Mauritania,Wheat,2002,16541,92.0,3.2,27.84
18809,Mauritania,Wheat,2004,24906,92.0,702.5,27.81
18816,Mauritania,Wheat,2005,20000,92.0,1.1,28.14
18823,Mauritania,Wheat,2006,21026,92.0,1.7,27.82
18830,Mauritania,Wheat,2007,20000,92.0,9.8,27.88
18837,Mauritania,Wheat,2008,20000,92.0,17.22,28.14
18844,Mauritania,Wheat,2009,19780,92.0,4.29,27.57
18851,Mauritania,Wheat,2010,20820,92.0,67.59,28.7
18858,Mauritania,Wheat,2011,16018,92.0,13.35,27.87
18865,Mauritania,Wheat,2012,21278,92.0,26.41,27.77
18872,Mauritania,Wheat,2013,21172,92.0,26.41,28.24
19031,Mexico,Wheat,1990,42143,758.0,34468.93,16.0
19032,Mexico,Wheat,1990,42143,758.0,34468.93,21.46
19033,Mexico,Wheat,1990,42143,758.0,34468.93,24.79
19034,Mexico,Wheat,1990,42143,758.0,34468.93,19.63
19035,Mexico,Wheat,1990,42143,758.0,34468.93,22.63
19036,Mexico,Wheat,1990,42143,758.0,34468.93,19.27
19037,Mexico,Wheat,1990,42143,758.0,34468.93,16.69
19038,Mexico,Wheat,1990,42143,758.0,34468.93,21.46
19095,Mexico,Wheat,1991,41272,758.0,34468.93,16.42
19096,Mexico,Wheat,1991,41272,758.0,34468.93,21.2
19097,Mexico,Wheat,1991,41272,758.0,34468.93,24.46
19098,Mexico,Wheat,1991,41272,758.0,34468.93,19.36
19099,Mexico,Wheat,1991,41272,758.0,34468.93,22.5
19100,Mexico,Wheat,1991,41272,758.0,34468.93,19.69
19101,Mexico,Wheat,1991,41272,758.0,34468.93,16.13
19102,Mexico,Wheat,1991,41272,758.0,34468.93,21.2
19159,Mexico,Wheat,1992,39530,758.0,34468.93,15.71
19160,Mexico,Wheat,1992,39530,758.0,34468.93,21.0
19161,Mexico,Wheat,1992,39530,758.0,34468.93,24.87
19162,Mexico,Wheat,1992,39530,758.0,34468.93,19.97
19163,Mexico,Wheat,1992,39530,758.0,34468.93,21.92
19164,Mexico,Wheat,1992,39530,758.0,34468.93,19.14
19165,Mexico,Wheat,1992,39530,758.0,34468.93,17.33
19166,Mexico,Wheat,1992,39530,758.0,34468.93,21.0
19223,Mexico,Wheat,1993,40821,758.0,34468.93,16.23
19224,Mexico,Wheat,1993,40821,758.0,34468.93,21.04
19225,Mexico,Wheat,1993,40821,758.0,34468.93,24.75
19226,Mexico,Wheat,1993,40821,758.0,34468.93,19.73
19227,Mexico,Wheat,1993,40821,758.0,34468.93,22.11
19228,Mexico,Wheat,1993,40821,758.0,34468.93,19.56
19229,Mexico,Wheat,1993,40821,758.0,34468.93,16.86
19230,Mexico,Wheat,1993,40821,758.0,34468.93,21.04
19287,Mexico,Wheat,1994,43034,758.0,34468.93,16.42
19288,Mexico,Wheat,1994,43034,758.0,34468.93,21.46
19289,Mexico,Wheat,1994,43034,758.0,34468.93,25.05
19290,Mexico,Wheat,1994,43034,758.0,34468.93,19.73
19291,Mexico,Wheat,1994,43034,758.0,34468.93,22.83
19292,Mexico,Wheat,1994,43034,758.0,34468.93,19.79
19293,Mexico,Wheat,1994,43034,758.0,34468.93,16.45
19294,Mexico,Wheat,1994,43034,758.0,34468.93,21.46
19351,Mexico,Wheat,1995,37320,758.0,34468.93,16.68
19352,Mexico,Wheat,1995,37320,758.0,34468.93,21.5
19353,Mexico,Wheat,1995,37320,758.0,34468.93,25.01
19354,Mexico,Wheat,1995,37320,758.0,34468.93,20.39
19355,Mexico,Wheat,1995,37320,758.0,34468.93,22.79
19356,Mexico,Wheat,1995,37320,758.0,34468.93,19.87
19357,Mexico,Wheat,1995,37320,758.0,34468.93,16.85
19358,Mexico,Wheat,1995,37320,758.0,34468.93,21.5
19415,Mexico,Wheat,1996,41706,758.0,34468.93,16.08
19416,Mexico,Wheat,1996,41706,758.0,34468.93,21.08
19417,Mexico,Wheat,1996,41706,758.0,34468.93,25.06
19418,Mexico,Wheat,1996,41706,758.0,34468.93,20.79
19419,Mexico,Wheat,1996,41706,758.0,34468.93,22.91
19420,Mexico,Wheat,1996,41706,758.0,34468.93,19.27
19421,Mexico,Wheat,1996,41706,758.0,34468.93,17.2
19422,Mexico,Wheat,1996,41706,758.0,34468.93,21.08
19479,Mexico,Wheat,1997,47347,758.0,34468.93,16.25
19480,Mexico,Wheat,1997,47347,758.0,34468.93,20.99
19481,Mexico,Wheat,1997,47347,758.0,34468.93,25.21
19482,Mexico,Wheat,1997,47347,758.0,34468.93,20.35
19483,Mexico,Wheat,1997,47347,758.0,34468.93,21.9
19484,Mexico,Wheat,1997,47347,758.0,34468.93,19.65
19485,Mexico,Wheat,1997,47347,758.0,34468.93,17.46
19486,Mexico,Wheat,1997,47347,758.0,34468.93,20.99
19543,Mexico,Wheat,1998,42077,758.0,34468.93,17.07
19544,Mexico,Wheat,1998,42077,758.0,34468.93,21.38
19545,Mexico,Wheat,1998,42077,758.0,34468.93,25.14
19546,Mexico,Wheat,1998,42077,758.0,34468.93,19.08
19547,Mexico,Wheat,1998,42077,758.0,34468.93,23.61
19548,Mexico,Wheat,1998,42077,758.0,34468.93,20.31
19549,Mexico,Wheat,1998,42077,758.0,34468.93,16.21
19550,Mexico,Wheat,1998,42077,758.0,34468.93,21.38
19607,Mexico,Wheat,1999,46310,758.0,34468.93,16.09
19608,Mexico,Wheat,1999,46310,758.0,34468.93,20.86
19609,Mexico,Wheat,1999,46310,758.0,34468.93,25.03
19610,Mexico,Wheat,1999,46310,758.0,34468.93,19.74
19611,Mexico,Wheat,1999,46310,758.0,34468.93,23.33
19612,Mexico,Wheat,1999,46310,758.0,34468.93,19.27
19613,Mexico,Wheat,1999,46310,758.0,34468.93,16.18
19614,Mexico,Wheat,1999,46310,758.0,34468.93,20.86
19671,Mexico,Wheat,2000,49355,758.0,34468.93,16.11
19672,Mexico,Wheat,2000,49355,758.0,34468.93,21.12
19673,Mexico,Wheat,2000,49355,758.0,34468.93,25.16
19674,Mexico,Wheat,2000,49355,758.0,34468.93,20.19
19675,Mexico,Wheat,2000,49355,758.0,34468.93,23.07
19676,Mexico,Wheat,2000,49355,758.0,34468.93,19.29
19677,Mexico,Wheat,2000,49355,758.0,34468.93,16.9
19678,Mexico,Wheat,2000,49355,758.0,34468.93,21.12
19735,Mexico,Wheat,2001,47661,758.0,31373.3,15.98
19736,Mexico,Wheat,2001,47661,758.0,31373.3,21.23
19737,Mexico,Wheat,2001,47661,758.0,31373.3,25.11
19738,Mexico,Wheat,2001,47661,758.0,31373.3,20.15
19739,Mexico,Wheat,2001,47661,758.0,31373.3,22.6
19740,Mexico,Wheat,2001,47661,758.0,31373.3,19.32
19741,Mexico,Wheat,2001,47661,758.0,31373.3,16.37
19742,Mexico,Wheat,2001,47661,758.0,31373.3,21.23
19799,Mexico,Wheat,2002,50999,758.0,16189.88,16.37
19800,Mexico,Wheat,2002,50999,758.0,16189.88,21.5
19801,Mexico,Wheat,2002,50999,758.0,16189.88,25.07
19802,Mexico,Wheat,2002,50999,758.0,16189.88,19.93
19803,Mexico,Wheat,2002,50999,758.0,16189.88,22.59
19804,Mexico,Wheat,2002,50999,758.0,16189.88,19.62
19805,Mexico,Wheat,2002,50999,758.0,16189.88,16.37
19806,Mexico,Wheat,2002,50999,758.0,16189.88,21.5
19863,Mexico,Wheat,2004,44871,758.0,26433.14,16.2
19864,Mexico,Wheat,2004,44871,758.0,26433.14,21.24
19865,Mexico,Wheat,2004,44871,758.0,26433.14,24.92
19866,Mexico,Wheat,2004,44871,758.0,26433.14,19.91
19867,Mexico,Wheat,2004,44871,758.0,26433.14,22.26
19868,Mexico,Wheat,2004,44871,758.0,26433.14,19.56
19869,Mexico,Wheat,2004,44871,758.0,26433.14,16.84
19870,Mexico,Wheat,2004,44871,758.0,26433.14,21.24
19927,Mexico,Wheat,2005,47517,758.0,51741.99,16.7
19928,Mexico,Wheat,2005,47517,758.0,51741.99,21.42
19929,Mexico,Wheat,2005,47517,758.0,51741.99,25.18
19930,Mexico,Wheat,2005,47517,758.0,51741.99,20.09
19931,Mexico,Wheat,2005,47517,758.0,51741.99,22.95
19932,Mexico,Wheat,2005,47517,758.0,51741.99,19.82
19933,Mexico,Wheat,2005,47517,758.0,51741.99,16.93
19934,Mexico,Wheat,2005,47517,758.0,51741.99,21.42
19991,Mexico,Wheat,2006,52274,758.0,50891.95,16.37
19992,Mexico,Wheat,2006,52274,758.0,50891.95,21.5
19993,Mexico,Wheat,2006,52274,758.0,50891.95,25.35
19994,Mexico,Wheat,2006,52274,758.0,50891.95,20.3
19995,Mexico,Wheat,2006,52274,758.0,50891.95,23.33
19996,Mexico,Wheat,2006,52274,758.0,50891.95,19.53
19997,Mexico,Wheat,2006,52274,758.0,50891.95,17.23
19998,Mexico,Wheat,2006,52274,758.0,50891.95,21.5
20055,Mexico,Wheat,2007,50824,758.0,64501.28,16.38
20056,Mexico,Wheat,2007,50824,758.0,64501.28,21.35
20057,Mexico,Wheat,2007,50824,758.0,64501.28,24.88
20058,Mexico,Wheat,2007,50824,758.0,64501.28,20.17
20059,Mexico,Wheat,2007,50824,758.0,64501.28,22.18
20060,Mexico,Wheat,2007,50824,758.0,64501.28,19.7
20061,Mexico,Wheat,2007,50824,758.0,64501.28,16.8
20062,Mexico,Wheat,2007,50824,758.0,64501.28,21.35
20119,Mexico,Wheat,2008,50134,758.0,61732.11,16.22
20120,Mexico,Wheat,2008,50134,758.0,61732.11,21.02
20121,Mexico,Wheat,2008,50134,758.0,61732.11,25.22
20122,Mexico,Wheat,2008,50134,758.0,61732.11,20.41
20123,Mexico,Wheat,2008,50134,758.0,61732.11,22.68
20124,Mexico,Wheat,2008,50134,758.0,61732.11,19.45
20125,Mexico,Wheat,2008,50134,758.0,61732.11,17.21
20126,Mexico,Wheat,2008,50134,758.0,61732.11,21.02
20183,Mexico,Wheat,2009,49688,758.0,61690.08,16.65
20184,Mexico,Wheat,2009,49688,758.0,61690.08,21.76
20185,Mexico,Wheat,2009,49688,758.0,61690.08,25.72
20186,Mexico,Wheat,2009,49688,758.0,61690.08,20.32
20187,Mexico,Wheat,2009,49688,758.0,61690.08,23.23
20188,Mexico,Wheat,2009,49688,758.0,61690.08,19.81
20189,Mexico,Wheat,2009,49688,758.0,61690.08,17.03
20190,Mexico,Wheat,2009,49688,758.0,61690.08,21.76
20247,Mexico,Wheat,2010,54185,758.0,63402.29,15.87
20248,Mexico,Wheat,2010,54185,758.0,63402.29,20.9
20249,Mexico,Wheat,2010,54185,758.0,63402.29,25.04
20250,Mexico,Wheat,2010,54185,758.0,63402.29,19.62
20251,Mexico,Wheat,2010,54185,758.0,63402.29,21.99
20252,Mexico,Wheat,2010,54185,758.0,63402.29,19.38
20253,Mexico,Wheat,2010,54185,758.0,63402.29,16.19
20254,Mexico,Wheat,2010,54185,758.0,63402.29,20.9
20311,Mexico,Wheat,2011,54778,758.0,65961.1,16.64
20312,Mexico,Wheat,2011,54778,758.0,65961.1,21.55
20313,Mexico,Wheat,2011,54778,758.0,65961.1,25.28
20314,Mexico,Wheat,2011,54778,758.0,65961.1,19.52
20315,Mexico,Wheat,2011,54778,758.0,65961.1,23.55
20316,Mexico,Wheat,2011,54778,758.0,65961.1,19.83
20317,Mexico,Wheat,2011,54778,758.0,65961.1,16.26
20318,Mexico,Wheat,2011,54778,758.0,65961.1,21.55
20375,Mexico,Wheat,2012,56568,758.0,64512.22,16.43
20376,Mexico,Wheat,2012,56568,758.0,64512.22,21.52
20377,Mexico,Wheat,2012,56568,758.0,64512.22,25.5
20378,Mexico,Wheat,2012,56568,758.0,64512.22,20.61
20379,Mexico,Wheat,2012,56568,758.0,64512.22,23.5
20380,Mexico,Wheat,2012,56568,758.0,64512.22,19.71
20381,Mexico,Wheat,2012,56568,758.0,64512.22,17.2
20382,Mexico,Wheat,2012,56568,758.0,64512.22,21.52
20439,Mexico,Wheat,2013,52934,758.0,59920.18,17.34
20440,Mexico,Wheat,2013,52934,758.0,59920.18,22.19
20441,Mexico,Wheat,2013,52934,758.0,59920.18,25.36
20442,Mexico,Wheat,2013,52934,758.0,59920.18,21.86
20443,Mexico,Wheat,2013,52934,758.0,59920.18,24.19
20444,Mexico,Wheat,2013,52934,758.0,59920.18,20.45
20445,Mexico,Wheat,2013,52934,758.0,59920.18,17.18
20446,Mexico,Wheat,2013,52934,758.0,59920.18,22.19
20449,Montenegro,Wheat,2006,30903,241.0,0.55,10.56
20452,Montenegro,Wheat,2007,24026,241.0,0.55,11.59
20455,Montenegro,Wheat,2008,35016,241.0,0.55,11.62
20458,Montenegro,Wheat,2009,35981,241.0,0.55,11.46
20461,Montenegro,Wheat,2010,34029,241.0,66.0,11.25
20464,Montenegro,Wheat,2011,32024,241.0,75.0,11.25
20467,Montenegro,Wheat,2012,27984,241.0,71.0,11.53
20470,Montenegro,Wheat,2013,34357,241.0,82.0,12.87
20483,Morocco,Wheat,1990,13290,346.0,9364.0,18.17
20484,Morocco,Wheat,1990,13290,346.0,9364.0,18.29
20497,Morocco,Wheat,1991,18699,346.0,9771.14,17.25
20498,Morocco,Wheat,1991,18699,346.0,9771.14,17.47
20511,Morocco,Wheat,1992,7011,346.0,10178.29,17.38
20512,Morocco,Wheat,1992,7011,346.0,10178.29,17.56
20525,Morocco,Wheat,1993,6808,346.0,10585.43,16.94
20526,Morocco,Wheat,1993,6808,346.0,10585.43,17.11
20539,Morocco,Wheat,1994,18111,346.0,10992.57,17.88
20540,Morocco,Wheat,1994,18111,346.0,10992.57,17.98
20553,Morocco,Wheat,1995,5543,346.0,11399.71,18.56
20554,Morocco,Wheat,1995,5543,346.0,11399.71,18.72
20567,Morocco,Wheat,1996,18415,346.0,11806.86,17.75
20568,Morocco,Wheat,1996,18415,346.0,11806.86,17.97
20581,Morocco,Wheat,1997,9292,346.0,12214.0,18.31
20582,Morocco,Wheat,1997,9292,346.0,12214.0,18.65
20595,Morocco,Wheat,1998,14184,346.0,12621.14,18.21
20596,Morocco,Wheat,1998,14184,346.0,12621.14,18.24
20609,Morocco,Wheat,1999,8004,346.0,13028.29,17.68
20610,Morocco,Wheat,1999,8004,346.0,13028.29,17.88
20623,Morocco,Wheat,2000,4758,346.0,13435.43,18.16
20624,Morocco,Wheat,2000,4758,346.0,13435.43,18.14
20637,Morocco,Wheat,2001,12280,346.0,13842.57,18.73
20638,Morocco,Wheat,2001,12280,346.0,13842.57,18.56
20651,Morocco,Wheat,2002,12793,346.0,14249.71,18.25
20652,Morocco,Wheat,2002,12793,346.0,14249.71,18.19
20665,Morocco,Wheat,2004,18082,346.0,15064.0,18.07
20666,Morocco,Wheat,2004,18082,346.0,15064.0,18.21
20679,Morocco,Wheat,2005,10261,346.0,13966.0,18.18
20680,Morocco,Wheat,2005,10261,346.0,13966.0,18.15
20693,Morocco,Wheat,2006,20365,346.0,13697.0,18.38
20694,Morocco,Wheat,2006,20365,346.0,13697.0,18.51
20707,Morocco,Wheat,2007,6154,346.0,13697.0,17.93
20708,Morocco,Wheat,2007,6154,346.0,13697.0,17.99
20721,Morocco,Wheat,2008,13189,346.0,13697.0,17.8
20722,Morocco,Wheat,2008,13189,346.0,13697.0,17.96
20735,Morocco,Wheat,2009,21398,346.0,13697.0,18.56
20736,Morocco,Wheat,2009,21398,346.0,13697.0,18.73
20749,Morocco,Wheat,2010,17095,346.0,13697.0,18.83
20750,Morocco,Wheat,2010,17095,346.0,13697.0,18.87
20763,Morocco,Wheat,2011,19488,346.0,13697.0,18.53
20764,Morocco,Wheat,2011,19488,346.0,13697.0,18.59
20777,Morocco,Wheat,2012,12342,346.0,13697.0,18.24
20778,Morocco,Wheat,2012,12342,346.0,13697.0,18.2
20791,Morocco,Wheat,2013,21640,346.0,13697.0,18.79
20792,Morocco,Wheat,2013,21640,346.0,13697.0,18.62
20799,Mozambique,Wheat,1990,18001,1032.0,102.26,21.51
20806,Mozambique,Wheat,1991,15000,1032.0,102.26,21.77
20813,Mozambique,Wheat,1992,11111,1032.0,102.26,22.6
20820,Mozambique,Wheat,1993,11541,1032.0,102.26,22.04
20827,Mozambique,Wheat,1994,11379,1032.0,102.26,21.35
20834,Mozambique,Wheat,1995,11314,1032.0,72.19,21.89
20841,Mozambique,Wheat,1996,11268,1032.0,65.85,21.53
20848,Mozambique,Wheat,1997,11241,1032.0,60.63,21.54
20855,Mozambique,Wheat,1998,11255,1032.0,51.98,22.22
20862,Mozambique,Wheat,1999,11297,1032.0,43.34,22.19
20869,Mozambique,Wheat,2000,10000,1032.0,34.69,21.51
20876,Mozambique,Wheat,2001,10000,1032.0,26.05,21.94
20883,Mozambique,Wheat,2002,10385,1032.0,17.4,21.96
20890,Mozambique,Wheat,2004,10870,1032.0,572.99,21.89
20897,Mozambique,Wheat,2005,11071,1032.0,770.88,22.27
20904,Mozambique,Wheat,2006,12353,1032.0,891.54,21.68
20911,Mozambique,Wheat,2007,11765,1032.0,547.31,21.91
20918,Mozambique,Wheat,2008,12500,1032.0,890.47,21.76
20925,Mozambique,Wheat,2009,12500,1032.0,914.92,21.7
20932,Mozambique,Wheat,2010,13367,1032.0,1187.1,22.1
20939,Mozambique,Wheat,2011,17042,1032.0,766.93,21.69
20946,Mozambique,Wheat,2012,9958,1032.0,766.93,21.92
20953,Mozambique,Wheat,2013,10951,1032.0,766.93,21.37
20956,Namibia,Wheat,1990,44250,285.0,42.0,20.4
20959,Namibia,Wheat,1991,59000,285.0,39.0,19.92
20962,Namibia,Wheat,1992,51933,285.0,48.0,20.36
20965,Namibia,Wheat,1993,43846,285.0,56.0,20.43
20968,Namibia,Wheat,1994,52500,285.0,56.0,20.14
20971,Namibia,Wheat,1995,55172,285.0,56.0,20.76
20974,Namibia,Wheat,1996,43846,285.0,56.0,19.79
20977,Namibia,Wheat,1997,46361,285.0,56.0,19.97
20980,Namibia,Wheat,1998,49336,285.0,56.0,20.83
20983,Namibia,Wheat,1999,36440,285.0,56.0,20.62
20987,Namibia,Wheat,2000,50847,285.0,56.0,20.26
20991,Namibia,Wheat,2001,60464,285.0,56.0,20.37
20995,Namibia,Wheat,2002,63724,285.0,56.0,20.76
20999,Namibia,Wheat,2004,41622,285.0,56.0,21.01
21003,Namibia,Wheat,2005,45255,285.0,56.0,20.46
21007,Namibia,Wheat,2006,59308,285.0,56.0,19.42
21011,Namibia,Wheat,2007,51342,285.0,56.0,20.49
21015,Namibia,Wheat,2008,61420,285.0,56.0,20.18
21019,Namibia,Wheat,2009,67214,285.0,56.0,20.02
21023,Namibia,Wheat,2010,61022,285.0,56.0,20.62
21027,Namibia,Wheat,2011,61267,285.0,56.0,19.26
21031,Namibia,Wheat,2012,61692,285.0,56.0,20.11
21035,Namibia,Wheat,2013,62084,285.0,56.0,20.73
21040,Nepal,Wheat,1990,14149,1500.0,60.11,15.11
21045,Nepal,Wheat,1991,14103,1500.0,60.11,14.94
21050,Nepal,Wheat,1992,13338,1500.0,60.11,14.95
21055,Nepal,Wheat,1993,12460,1500.0,60.11,15.16
21060,Nepal,Wheat,1994,14704,1500.0,60.11,15.3
21065,Nepal,Wheat,1995,14416,1500.0,60.11,15.3
21070,Nepal,Wheat,1996,15500,1500.0,70.43,15.37
21075,Nepal,Wheat,1997,16072,1500.0,80.75,14.5
21080,Nepal,Wheat,1998,15463,1500.0,91.07,15.49
21085,Nepal,Wheat,1999,16955,1500.0,101.39,15.78
21090,Nepal,Wheat,2000,17931,1500.0,111.72,15.13
21095,Nepal,Wheat,2001,18063,1500.0,122.04,15.41
21100,Nepal,Wheat,2002,18859,1500.0,132.36,15.44
21105,Nepal,Wheat,2004,20873,1500.0,153.0,15.36
21110,Nepal,Wheat,2005,21344,1500.0,127.99,15.53
21115,Nepal,Wheat,2006,20745,1500.0,128.73,15.92
21120,Nepal,Wheat,2007,21563,1500.0,344.06,15.54
21125,Nepal,Wheat,2008,22252,1500.0,353.43,15.27
21130,Nepal,Wheat,2009,19338,1500.0,209.52,15.91
21135,Nepal,Wheat,2010,21289,1500.0,332.01,15.96
21140,Nepal,Wheat,2011,22747,1500.0,342.92,15.12
21145,Nepal,Wheat,2012,24123,1500.0,410.32,15.2
21150,Nepal,Wheat,2013,22902,1500.0,454.53,15.79
21153,Netherlands,Wheat,1990,76528,778.0,9729.0,10.63
21156,Netherlands,Wheat,1991,76608,778.0,9338.0,9.32
21159,Netherlands,Wheat,1992,80154,778.0,9030.0,10.39
21162,Netherlands,Wheat,1993,87712,778.0,10505.0,9.47
21165,Netherlands,Wheat,1994,80674,778.0,8646.0,10.45
21168,Netherlands,Wheat,1995,86189,778.0,12601.0,10.25
21171,Netherlands,Wheat,1996,89612,778.0,8923.0,8.32
21174,Netherlands,Wheat,1997,77309,778.0,10568.0,10.03
21177,Netherlands,Wheat,1998,76956,778.0,11762.0,10.18
21180,Netherlands,Wheat,1999,83311,778.0,11152.0,10.74
21183,Netherlands,Wheat,2000,83592,778.0,11382.84,10.75
21186,Netherlands,Wheat,2001,79447,778.0,9424.73,10.24
21189,Netherlands,Wheat,2002,78145,778.0,9700.44,10.64
21192,Netherlands,Wheat,2004,89149,778.0,10655.4,10.27
21195,Netherlands,Wheat,2005,85932,778.0,10703.85,10.48
21198,Netherlands,Wheat,2006,83940,778.0,10461.35,10.97
21201,Netherlands,Wheat,2007,72714,778.0,12073.15,11.04
21204,Netherlands,Wheat,2008,87295,778.0,10777.08,10.42
21207,Netherlands,Wheat,2009,92919,778.0,9857.2,10.33
21210,Netherlands,Wheat,2010,89092,778.0,9586.03,8.84
21213,Netherlands,Wheat,2011,77812,778.0,10953.91,10.73
21216,Netherlands,Wheat,2012,85870,778.0,11348.39,10.08
21219,Netherlands,Wheat,2013,87412,778.0,10720.17,9.54
21223,New Zealand,Wheat,1990,48842,1732.0,3490.0,13.64
21227,New Zealand,Wheat,1991,48149,1732.0,3490.0,12.82
21231,New Zealand,Wheat,1992,50543,1732.0,3490.0,12.14
21235,New Zealand,Wheat,1993,53698,1732.0,3489.0,12.35
21239,New Zealand,Wheat,1994,54145,1732.0,3515.0,12.89
21243,New Zealand,Wheat,1995,46823,1732.0,3904.0,13.15
21247,New Zealand,Wheat,1996,54738,1732.0,3499.0,13.07
21251,New Zealand,Wheat,1997,56607,1732.0,3249.0,12.77
21255,New Zealand,Wheat,1998,62160,1732.0,3055.16,13.97
21259,New Zealand,Wheat,1999,60610,1732.0,2535.3,13.87
21263,New Zealand,Wheat,2000,62095,1732.0,3634.3,13.4
21267,New Zealand,Wheat,2001,74286,1732.0,3333.2,13.58
21271,New Zealand,Wheat,2002,71467,1732.0,4170.0,13.28
21275,New Zealand,Wheat,2004,65501,1732.0,4050.0,12.76
21279,New Zealand,Wheat,2005,80920,1732.0,4058.0,13.63
21283,New Zealand,Wheat,2006,68963,1732.0,4388.0,13.04
21287,New Zealand,Wheat,2007,84966,1732.0,4939.0,13.44
21291,New Zealand,Wheat,2008,81120,1732.0,5857.0,13.55
21295,New Zealand,Wheat,2009,74918,1732.0,5086.0,12.84
21299,New Zealand,Wheat,2010,81241,1732.0,5086.0,13.54
21303,New Zealand,Wheat,2011,72858,1732.0,5086.0,13.46
21307,New Zealand,Wheat,2012,89245,1732.0,5086.0,12.89
21311,New Zealand,Wheat,2013,91053,1732.0,5086.0,13.57
21501,Niger,Wheat,1990,28889,151.0,62.0,29.71
21508,Niger,Wheat,1991,26000,151.0,62.0,29.4
21515,Niger,Wheat,1992,28000,151.0,62.0,28.99
21522,Niger,Wheat,1993,22000,151.0,62.0,29.64
21529,Niger,Wheat,1994,28800,151.0,62.0,29.05
21536,Niger,Wheat,1995,34444,151.0,62.0,29.56
21543,Niger,Wheat,1996,21250,151.0,22.0,29.71
21550,Niger,Wheat,1997,20000,151.0,34.0,29.73
21557,Niger,Wheat,1998,21882,151.0,36.0,29.97
21564,Niger,Wheat,1999,21115,151.0,26.0,29.65
